company_id,snapshot_date,segment,region,seasonal_period,business_age_months,employee_count,annual_revenue_inr,credit_limit_inr,current_outstanding_inr,years_with_platform,has_iata_license,has_financial_statements,kyc_complete,corporate_verification_complete,gst_registered,vat_registered,tax_filing_compliance_rate,tax_payment_delay_days,regulatory_violations_12m,aa_framework_adopted,treds_registered,ocen_integrated,upi_transaction_share,api_booking_enabled,cibil_msme_rank,has_credit_history,debt_to_equity_ratio,quick_ratio,operating_margin,cash_flow_positive,informal_credit_factor,true_debt_to_equity_ratio,credit_utilization,credit_util_trend_6m,credit_util_volatility,on_time_payment_rate,avg_late_payment_days,days_payable_outstanding,missed_payments_12m,outstanding_invoices,total_bookings_lifetime,bookings_30d,bookings_7d,avg_booking_value_inr,booking_value_variance,cancellation_rate,booking_modification_rate,no_show_rate,booking_completion_rate,chargeback_rate,dispute_count_90d,dispute_resolution_rate,disputed_charges_12m,same_day_booking_pct,next_day_booking_pct,avg_booking_window_days,max_single_booking_30d_inr,booking_seasonality_index,refund_request_rate,avg_refund_processing_days,refund_to_booking_ratio,disputed_refund_count_90d,avg_customer_rating,repeat_customer_rate,customer_complaint_count_90d,supplier_dispute_count_12m,contract_breach_incidents_12m,communication_responsiveness_score,revenue_concentration_top3_pct,geographic_concentration_index,booking_source_diversity,days_since_first_booking,days_since_last_booking,booking_velocity_trend,velocity_spike_count_30d,total_users,active_users_30d,new_users_30d,new_users_7d,role_escalations_30d,bookings_to_revenue_ratio,credit_exhaustion_rate_days,chargeback_to_booking_ratio,user_to_employee_ratio,new_user_velocity,refund_to_revenue_ratio,dispute_to_booking_ratio,default_flag,fraud_flag,risk_score
IN-TRV-000812,2026-02-15,small_medium,tier2,peak,9,9,151082300,2949418,25480558.64,0.461166651,0,0,1,0,1,0,0.653056711,49.01219548,7,0,0,0,0.299053043,0,8,1,3.751422557,0.943202132,0.003523846,1,1.729082496,6.486519079,0.863918191,0.325507774,0.413583273,0.560925773,39.82405712,133.361045,5,11,780,120,40,22744.79068,1.076211876,0.337446802,0.350439545,0.07159964,0.590953558,0.019724319,0,0.704135218,0,0.185089887,0.326176253,9.20449148,107875.2562,1.404420425,0.205809191,30.37939493,0.185049354,0,2.39213035,0.250635359,1,17,2,0.350635359,0.655091147,0.797510179,0.530208197,264,3,0.273557106,4,6,4,0,0,0,0.117425646,9.765233212,0.128208072,0.666666667,0.0,0.044616512,0.0,1,1,86.27740795
IN-TRV-000077,2026-02-15,micro,tier2,peak,94,3,34767856,604911,3453506.4882058823,6.29097456,0,0,1,0,1,0,0.974306348,12.44344074,0,0,0,0,0.489404833,1,4,0,0.6688857,1.003889017,0.074319018,1,1.972991634,1.31970589,0.942281123,0.076275196,0.125995074,0.837318768,11.30469863,68.94817363,1,1,673,103,18,17252.37473,0.493944705,0.156913619,0.107175604,0.054378087,0.788708294,0.007500346,0,0.887494805,0,0.084409162,0.146071489,14.28761372,103114.5428,1.560717254,0.110846542,11.15940239,0.084914909,0,4.587161838,0.758201418,0,3,0,0.858201418,0.296524726,0.625690932,0.710942606,2491,1,-0.483633674,1,1,0,0,0,0,0.333720015,2.288255866,0.04897285,0.333333333,0.0,0.067984764,0.0,0,0,16.68218613
IN-TRV-000637,2026-02-15,small_medium,tier2,peak,76,19,597384888,11588882,60084283.655533336,3.846212074,1,1,1,1,1,0,0.94510567,2.758701678,0,0,0,0,0.582923718,1,3,1,0.511427575,1.373803865,0.085809206,1,1.054434404,0.53926683,0.726819931,0.092461802,0.082787116,0.961209899,7.133767006,57.60147859,0,4,663,107,21,38449.37895,0.296321849,0.144789186,0.130000395,0.039183692,0.816027121,0.007002117,0,0.894968247,0,0.048220233,0.092411641,18.6075555,235716.83,1.53769836,0.057041286,7.517356566,0.044623189,0,4.721327786,0.880562382,0,0,0,0.980562382,0.167585536,0.602383669,0.812720117,2000,3,-0.647421862,0,9,6,0,0,0,0.042698298,2.773854066,0.043413125,0.473684211,0.0,0.004713998,0.0,0,0,2.286778625
IN-TRV-000974,2026-02-15,ota_platform,metro,peak,159,1913,99860595333,1447490307,2942007769.9874997,12.55931482,1,1,1,1,1,0,1.0,0.0,0,1,1,0,0.705825139,1,1,1,0.126471328,2.625778176,0.252355235,1,1.0,0.126471328,0.318821765,-0.05915316,0.054019132,1.0,0.0,38.19481356,0,188,842,102,19,56658.87443,0.234105156,0.049319655,0.048444656,0.01576911,0.934911236,0.003986422,0,0.940203672,0,0.016271899,0.032452068,53.60473002,357377.7755,1.603855395,0.059347278,3.034859423,0.058786116,0,4.49998247,0.730585917,0,4,0,0.830585917,0.321569931,0.451258283,0.71298121,4658,2,-0.425189177,1,1325,1105,35,6,0,0.00047745,-1.774594794,0.03288798,0.692629378,0.026415094,4.12151e-05,0.0,0,0,19.93106865
IN-TRV-000939,2026-02-15,large,metro,peak,58,69,1693272286,19551774,167714763.78461537,4.805691775,1,0,1,0,1,0,0.771586361,41.25583783,2,1,0,0,0.320071951,0,6,1,1.324227927,0.910362188,0.030838162,0,1.0,1.324227927,0.929281374,0.199331884,0.371911399,0.629002218,33.83138888,104.5950975,3,35,877,120,37,45540.26615,0.894699192,0.208854635,0.19583195,0.051527044,0.739618321,0.017164212,0,0.74253682,0,0.177366282,0.289982995,9.755828551,319938.0352,1.723743014,0.182781172,17.62474709,0.138833537,0,2.76690135,0.299512299,0,15,7,0.399512299,0.61665639,0.375532453,0.527254794,1531,3,0.266910943,3,51,36,0,0,0,0.023584695,5.979956533,0.12543078,0.739130435,0.0,0.00707885,0.0,1,1,70.64561186
IN-TRV-000900,2026-02-15,large,tier3,peak,173,95,3896378683,72034453,181364740.08411765,11.23653065,1,1,1,1,1,0,0.959403003,1.751742184,0,0,1,0,0.466117329,1,3,1,0.589274835,2.265927226,0.138370551,1,1.0,0.589274835,0.423779694,-0.037836757,0.106760968,0.959014896,4.471247946,40.71509031,0,14,582,101,24,70568.78165,0.238057055,0.066296398,0.059764654,0.014934939,0.918768663,0.005663157,0,0.915052651,0,0.038779865,0.048861802,44.94709332,314355.3136,1.571927662,0.086039496,4.7512767,0.054503587,0,5.08837269,0.896521876,0,0,0,0.996521876,0.119590252,0.891503468,0.903973638,4948,6,-0.411303195,0,51,38,3,0,0,0.010545083,-1.135102712,0.032646432,0.536842105,0.058823529,0.001888652,0.0,0,0,0.409191018
IN-TRV-000281,2026-02-15,micro,metro,peak,16,3,32559214,497206,6898733.25,0.973679193,0,1,1,0,1,0,0.583655159,53.81584593,3,0,0,0,0.337769562,0,6,0,3.292970545,0.55874875,0.011486733,1,1.897746879,6.249224576,1.0,0.180294815,0.30579321,0.746497966,15.6042,117.0406035,3,4,971,111,28,19862.10477,0.604271718,0.277090877,0.329769796,0.052947814,0.66996131,0.018524098,0,0.722138526,0,0.20393646,0.389206174,4.253782649,111411.7043,1.459057397,0.163483415,20.67258741,0.106960666,0,2.620102666,0.349526951,0,12,2,0.449526951,0.681776918,0.460010212,0.461934405,462,2,0.154840138,3,2,1,0,0,4,0.592491864,5.408844442,0.16208586,0.666666667,0.0,0.132840128,0.0,0,0,64.76153517
IN-TRV-000884,2026-02-15,large,metro,peak,75,167,3735662274,53434540,192866575.52647057,4.008969055,1,1,1,1,1,0,0.981557777,4.789551382,0,1,0,0,0.478563785,1,1,1,0.20732427,2.009313285,0.184721021,1,1.0,0.20732427,0.584378887,-0.064857575,0.117638519,0.95644888,2.643487484,46.18371375,0,6,673,105,19,72104.74487,0.30915579,0.102020531,0.112001679,0.035119627,0.862859841,0.003573264,0,0.946401043,0,0.054991439,0.107140584,18.71960348,545945.2388,1.769241061,0.05917113,3.742107841,0.050997433,0,4.717254331,0.887787242,0,0,0,0.987787242,0.1,0.282774957,0.918477576,1975,3,-0.485638371,0,68,51,5,0,0,0.012994606,-1.945727249,0.022910927,0.407185629,0.073529412,0.001439053,0.0,0,0,1.436795011
IN-TRV-000762,2026-02-15,small_medium,tier3,peak,40,11,429825556,5011508,36154450.571428575,2.433454453,0,1,0,0,1,0,0.854741396,16.84641911,1,1,0,0,0.440255374,0,4,1,1.611970386,1.237301726,0.035516433,0,1.529200068,2.465025225,1.0,0.116674083,0.34667566,0.822408884,24.13685702,66.37097197,2,4,693,101,22,18531.04926,0.685487698,0.216719168,0.217374408,0.069125253,0.714155579,0.011146323,0,0.832805154,0,0.195457332,0.293213014,14.61650829,78227.81171,1.651591059,0.192558321,17.19942873,0.116441697,0,2.475349299,0.339927804,2,7,6,0.439927804,0.536910157,0.801280761,0.307025329,1138,5,0.188658822,0,4,2,0,0,1,0.0298588,3.500222486,0.07643193,0.363636364,0.0,0.010061731,0.0,1,0,65.89084656
IN-TRV-000320,2026-02-15,micro,metro,peak,15,3,63463770,205700,3085500.0,0.962908573,0,1,0,0,1,0,0.656578986,57.87620635,1,0,0,0,0.352292785,0,8,1,2.882692683,0.532263022,0.002142051,1,2.479643852,7.148051188,1.0,0.167067836,0.233146524,0.734036681,20.33443138,105.3348635,4,7,1440,120,45,6282.25935,0.585227191,0.210800953,0.226370562,0.04159708,0.747601967,0.017747079,0,0.733793812,0,0.283494018,0.512403774,7.20786236,21658.58226,1.484101908,0.234971304,14.90767357,0.187287565,0,3.033194039,0.367407209,0,11,4,0.467407209,0.688040964,0.473473376,0.172422233,394,2,0.143979728,6,2,1,0,0,0,0.142545163,5.01203508,0.212964951,0.666666667,0.0,0.033494023,0.0,0,0,62.65797537
IN-TRV-000550,2026-02-15,micro,tier2,peak,11,1,16489508,193497,1594349.2591666668,0.72093141,0,0,0,0,0,0,0.438747639,91.95475375,3,0,0,0,0.195025325,1,9,1,3.54329914,0.331455349,-0.062347697,0,2.202623053,7.804552371,0.988759056,0.415395364,0.565929201,0.265393154,48.95929354,128.8962137,10,10,792,100,42,12134.83878,1.202189948,0.306129866,0.292350262,0.065738443,0.628131691,0.03513758,1,0.472936301,3,0.442524892,0.859672521,3.726227499,41561.24749,1.722802459,0.406278646,35.57300905,0.25458531,0,2.707806417,0.31868309,1,15,5,0.41868309,0.602125042,0.626138024,0.461928344,304,3,0.197927822,5,1,0,0,0,4,0.582597563,12.46186092,0.278172508,1.0,0.0,0.358782744,0.027777778,1,0,77.23629062
IN-TRV-000175,2026-02-15,micro,tier2,peak,74,4,27931453,799493,6338837.357142857,5.579776745,0,1,1,1,1,0,0.921389005,14.31518927,0,0,0,0,0.441183187,1,4,1,1.588118185,0.834174186,0.077754928,1,1.917919453,3.045882761,1.0,0.143571985,0.161241412,0.909109594,4.448527884,65.53104714,1,3,634,111,32,9636.190349,0.397302931,0.182646386,0.216163584,0.028768854,0.788584761,0.008766557,0,0.868501648,0,0.116218589,0.140499403,8.62653085,40584.05536,1.750013812,0.118851297,7.010487998,0.10358014,0,3.919498714,0.636280614,0,1,2,0.736280614,0.37207055,0.794271967,0.616135479,1894,1,-0.252278336,3,2,1,0,0,0,0.218824915,4.307159544,0.05009461,0.5,0.0,0.054616012,0.0,0,0,31.02581009
IN-TRV-000372,2026-02-15,micro,tier3,peak,27,2,52098134,296434,3656019.3333333335,1.83896069,0,0,0,1,1,0,0.668221786,41.40497797,3,0,0,0,0.265903437,1,7,0,2.897182837,0.65309893,0.000554625,1,2.225694663,6.448244379,1.0,0.271951083,0.398600252,0.6408534,32.14158986,132.7408282,3,5,1283,111,25,15947.14909,0.573697279,0.288661221,0.22168104,0.074633054,0.636705725,0.019125152,0,0.71312272,0,0.164402616,0.305571744,8.015576943,116085.3406,1.655662138,0.156677614,10.21460928,0.100690606,0,3.446544537,0.477742818,0,2,2,0.577742818,0.557088417,0.839738627,0.573366815,742,1,-0.003737425,4,1,0,0,0,0,0.39262206,8.158532502,0.221001757,0.5,0.0,0.063881052,0.0,1,0,49.67731557
IN-TRV-000528,2026-02-15,micro,metro,peak,15,1,15658096,125861,1109593.8191666666,0.945555487,0,0,0,0,0,0,0.479746798,98.24702159,5,0,0,0,0.190483934,0,9,0,4.932325517,0.566123386,-0.026786916,0,2.809838871,13.85903996,0.912002666,0.561480959,0.783380719,0.344008127,75.2700334,188.007948,7,6,696,116,48,9621.171765,1.001059818,0.482054311,0.298143459,0.160380464,0.357565225,0.03246943,0,0.512958553,0,0.394142848,0.703201607,5.141024498,69451.15241,1.603606419,0.388049033,57.41681778,0.318722095,0,2.128446101,0.231368713,1,16,7,0.331368713,0.781205226,0.299014542,0.305153585,411,6,0.238920977,8,1,0,0,0,3,0.42765964,16.84442876,0.194816579,1.0,0.0,0.331905819,0.0,1,0,78.6625044
IN-TRV-000211,2026-02-15,micro,metro,peak,30,3,25363700,293194,2663178.8333333335,2.067761225,0,0,1,0,1,0,0.669499991,54.66636495,3,0,0,0,0.361609795,1,4,1,2.065251212,0.76936832,0.000917433,0,1.985739732,4.101051389,1.0,0.231977457,0.2539814,0.726894263,13.96348192,112.2191181,3,7,690,109,27,16162.51125,0.699401792,0.264049038,0.312265213,0.086258826,0.649692136,0.017881648,0,0.731775273,0,0.296481466,0.561689696,3.448202546,58919.68011,1.767244536,0.168062718,19.71261636,0.143386551,0,2.946405448,0.450688385,1,4,2,0.550688385,0.478674547,0.526347548,0.615605815,772,2,0.041318886,4,1,0,0,0,1,0.43990112,6.95932371,0.11325044,0.333333333,0.0,0.140079747,0.0,0,0,52.86019002
IN-TRV-000236,2026-02-15,micro,metro,peak,25,2,46374938,209488,2676791.1111111115,1.986489219,0,0,0,0,0,0,0.67641643,25.32353961,1,0,0,0,0.344585382,0,5,0,2.859339947,0.801811736,0.008694609,0,2.43853993,6.972614634,1.0,0.264036261,0.445915201,0.66414705,22.17991568,117.5793729,4,3,1188,115,38,16621.0803,0.710499305,0.241673268,0.24641552,0.052762217,0.705564515,0.01443145,0,0.783528256,0,0.202164753,0.269784407,9.118236639,63516.84068,1.576143679,0.17630378,16.40330044,0.114991415,0,2.77415205,0.402759503,0,6,1,0.502759503,0.657572481,0.513756023,0.521707005,678,0,0.103150139,0,1,0,0,0,1,0.425906416,7.921087819,0.149124979,0.5,0.0,0.087200026,0.0,0,0,58.49888204
IN-TRV-000102,2026-02-15,micro,tier2,peak,77,3,33228456,852329,5113974.0,6.144530847,0,0,1,1,1,0,0.88878359,5.058187356,0,1,0,0,0.430194065,1,4,0,0.730119324,0.983275594,0.048667658,1,1.858917454,1.357231554,1.0,-0.011923643,0.142342724,0.815870754,7.538479165,63.64115774,1,2,582,114,24,17835.58685,0.477835454,0.175409928,0.202050406,0.029638987,0.794951085,0.006221489,0,0.906677659,0,0.087870336,0.158653535,18.80402811,107612.4581,1.757602879,0.125094911,9.55507069,0.083402645,0,4.130887984,0.656856573,0,6,2,0.756856573,0.285031243,0.601243114,0.797385924,2083,2,-0.176733608,3,1,0,0,0,1,0.312392232,-0.357709282,0.031762341,0.333333333,0.0,0.091855038,0.0,0,0,28.60510903
IN-TRV-000987,2026-02-15,ota_platform,tier3,peak,93,551,42507284733,631831813,2595184762.0285716,5.9860097,1,1,1,1,1,0,0.975544133,8.142168844,1,1,1,0,0.530334793,1,3,1,0.168886103,1.664937044,0.243425766,1,1.0,0.168886103,0.504417305,0.109533898,0.089021477,0.983274206,2.847175499,43.31100772,0,30,1002,114,24,28840.69552,0.209199324,0.112214254,0.112252111,0.021009466,0.86677628,0.004573896,0,0.931391553,0,0.055988517,0.071742756,27.65477034,120591.8697,1.575926103,0.062433082,4.854028682,0.039630134,0,3.311204337,0.45905174,0,2,2,0.55905174,0.524547348,0.888388309,0.509658537,2479,5,0.024429638,4,233,160,20,6,0,0.000679554,3.286016936,0.040184947,0.422867514,0.08583691,5.79486e-05,0.0,0,0,51.8762659
IN-TRV-000903,2026-02-15,large,tier2,peak,176,170,6515748931,105799649,337213814.3544444,12.81033524,1,1,1,1,1,0,0.972717504,3.277809203,0,1,1,0,0.602907064,1,2,1,0.549270132,1.915325898,0.13758921,1,1.0,0.549270132,0.486196277,0.048574638,0.064293982,0.984616199,1.499709957,45.9197852,0,10,662,118,26,66325.2113,0.255197791,0.08913224,0.106925762,0.027541941,0.883325819,0.002263574,0,0.966046394,0,0.035048189,0.052226344,36.6578624,282113.9399,1.676377641,0.096725285,4.16712383,0.091063979,0,4.183121811,0.696471631,1,4,1,0.796471631,0.389170759,0.768297387,0.51365044,4541,3,-0.283354051,2,135,114,16,4,1,0.006739772,1.45723914,0.012701164,0.794117647,0.118518519,0.001394176,0.0,0,0,23.94451396
IN-TRV-000948,2026-02-15,large,metro,peak,21,30,3500150507,23841441,227862615.65727276,1.396085008,0,0,1,0,1,0,0.799559922,31.77446735,2,0,0,0,0.48020059,1,7,1,2.093022806,1.081178396,0.00157643,1,1.0,2.093022806,0.947131506,0.287783642,0.42253348,0.736071343,18.01895951,82.00855057,4,18,1100,111,40,31755.34514,0.666882953,0.268426614,0.284686471,0.080566777,0.651006609,0.014209121,0,0.786863182,0,0.148493345,0.273489941,8.728918673,179832.9957,1.438336494,0.173739224,15.14649811,0.143144304,0,1.909529936,0.15176649,1,14,3,0.25176649,0.850789937,0.397020913,0.194148868,558,6,0.438065079,3,18,14,0,0,2,0.009978997,8.633509252,0.140799474,0.6,0.0,0.002099579,0.0,1,0,88.02747178
IN-TRV-000347,2026-02-15,micro,tier2,peak,15,2,43126180,470780,7002852.5,1.190579333,0,0,0,1,0,0,0.745913487,44.73740843,1,0,0,0,0.273132544,0,4,0,3.14734519,0.637536122,0.021310239,1,2.336980193,7.355283368,1.0,0.288796377,0.204600389,0.577124192,20.3944097,95.44542667,3,7,1086,119,45,16658.31198,0.575689768,0.258055029,0.182920678,0.076037253,0.665907718,0.01787357,0,0.73189645,0,0.258729692,0.459699673,6.613580104,88233.53932,1.432556823,0.15329353,14.10603788,0.133686441,0,3.009368015,0.345938117,0,7,3,0.445938117,0.647796823,0.513637768,0.220612181,440,3,0.18730045,0,1,0,0,0,4,0.419439989,8.663891324,0.163096326,0.5,0.0,0.084555533,0.0,0,0,65.18375092
